,Study_accession,Sample_accession,Run_accession,Isolate_name,Isolate_name_paper,Species,BAPS_group,Sequence_Type,Country/Province,Origin,Location,Habitat,Source_code,Ampicillin,Vancomycin,Teicoplanin,Doxycycline,Erythromycin,Nitrofurantoin,Gentamicin,Linezolid,Levofloxacin,Quinolone,Streptomycin,Tigecycline,Read_status,R1,R2,Clade
213,PRJNA604849,SAMN14000076,SRR14026544,HC_NS0120,NS0120,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,NSS,S,S,S,S,I,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026544/SRR14026544_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026544/SRR14026544_2.fastq.gz,CladeB
214,PRJNA604849,SAMN14000075,SRR14026509,HC_NS0215,NS0215,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,NSS,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026509/SRR14026509_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026509/SRR14026509_2.fastq.gz,CladeB
215,PRJNA604849,SAMN14000074,SRR14026548,HC_SS0013,SS 0013,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,SS,S,S,S,S,I,R,S,S,I,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026548/SRR14026548_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026548/SRR14026548_2.fastq.gz,Clade A
216,PRJNA604849,SAMN14000073,SRR14026514,HC_SS0015,SS 0015,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,SS,R,S,S,R,R,R,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026514/SRR14026514_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026514/SRR14026514_2.fastq.gz,Clade A
217,PRJNA604849,SAMN14000072,SRR14026547,HC_SS0018,SS 0018,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,SS,S,S,S,S,R,R,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026547/SRR14026547_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026547/SRR14026547_2.fastq.gz,CladeB
218,PRJNA604849,SAMN14000071,SRR14026521,HC_SS0024,SS 0024,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,SS,R,S,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026521/SRR14026521_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026521/SRR14026521_2.fastq.gz,Clade A
219,PRJNA604849,SAMN14000070,SRR14026518,HC_SS0026,,Enterococcus faecium,,,Canada/Alberta,,,Clinical,,,,,,,,,,,,,,Validated download,genomes/zaheer_2020_alberta/SRR14026518/SRR14026518_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026518/SRR14026518_2.fastq.gz,Clade A
220,PRJNA604849,SAMN14000069,SRR14026538,HC_SS0036,SS 0036,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,SS,R,S,S,I,S,R,R,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026538/SRR14026538_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026538/SRR14026538_2.fastq.gz,Clade A
221,PRJNA604849,SAMN14000067,SRR14026524,HC_NS210,NS0210,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,NSS,S,S,S,S,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026524/SRR14026524_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026524/SRR14026524_2.fastq.gz,CladeB
222,PRJNA604849,SAMN14000066,SRR14026526,HC_NS0211,NS0211,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,NSS,S,S,S,S,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026526/SRR14026526_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026526/SRR14026526_2.fastq.gz,CladeB
223,PRJNA604849,SAMN14000065,SRR14026545,HC_NS564,NS0564,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,NSS,R,S,S,S,S,S,R,S,R,R,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026545/SRR14026545_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026545/SRR14026545_2.fastq.gz,Clade A
224,PRJNA604849,SAMN14000064,SRR14026513,CB_0139J,0139J,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026513/SRR14026513_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026513/SRR14026513_2.fastq.gz,Clade A
225,PRJNA604849,SAMN14000063,SRR14026512,CB_0104A,0104A,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026512/SRR14026512_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026512/SRR14026512_2.fastq.gz,Clade A
226,PRJNA604849,SAMN14000062,SRR14026532,CB_0121K,0121K,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,S,R,S,Validated download,genomes/zaheer_2020_alberta/SRR14026532/SRR14026532_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026532/SRR14026532_2.fastq.gz,Clade A
227,PRJNA604849,SAMN14000061,SRR14026549,CB_0093J,0093J,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026549/SRR14026549_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026549/SRR14026549_2.fastq.gz,Clade A
228,PRJNA604849,SAMN14000060,SRR14026522,CB_0069I,0069I,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026522/SRR14026522_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026522/SRR14026522_2.fastq.gz,Clade A
229,PRJNA604849,SAMN14000058,SRR14026465,CB_0183,Ent_0183,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Natural Water,NWS,S,S,S,S,I,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026465/SRR14026465_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026465/SRR14026465_2.fastq.gz,Clade A
230,PRJNA604849,SAMN14000057,SRR14026493,CB_0182,EntR_0182,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,R,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026493/SRR14026493_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026493/SRR14026493_2.fastq.gz,CladeB
231,PRJNA604849,SAMN14000056,SRR14026485,CB_0158,EntR_0158,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Wastewater Agr.,CB,S,S,S,S,R,S,S,S,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026485/SRR14026485_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026485/SRR14026485_2.fastq.gz,Clade A
232,PRJNA604849,SAMN14000055,SRR14026506,CB_0150,EntR_0150,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026506/SRR14026506_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026506/SRR14026506_2.fastq.gz,Clade A
233,PRJNA604849,SAMN14000054,SRR14026461,CB_1216,SWEnt_1216,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,R,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026461/SRR14026461_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026461/SRR14026461_2.fastq.gz,CladeB
234,PRJNA604849,SAMN14000053,SRR14026475,CB_1210,SWEnt_1210,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026475/SRR14026475_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026475/SRR14026475_2.fastq.gz,CladeB
235,PRJNA604849,SAMN14000052,SRR14026454,CB_1208,SWEnt_1208,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,S,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026454/SRR14026454_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026454/SRR14026454_2.fastq.gz,CladeB
236,PRJNA604849,SAMN14000051,SRR14026497,CB_0396,SWEntR_0396,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,I,R,S,Validated download,genomes/zaheer_2020_alberta/SRR14026497/SRR14026497_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026497/SRR14026497_2.fastq.gz,Clade A
237,PRJNA604849,SAMN14000050,SRR14026449,CB_0386,SWEntR_0386,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,I,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026449/SRR14026449_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026449/SRR14026449_2.fastq.gz,CladeB
238,PRJNA604849,SAMN14000049,SRR14026468,CB_0385,SWEntR_0385,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,S,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026468/SRR14026468_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026468/SRR14026468_2.fastq.gz,CladeB
239,PRJNA604849,SAMN14000048,SRR14026458,CB_0383,SWEntR_0383,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,I,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026458/SRR14026458_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026458/SRR14026458_2.fastq.gz,CladeB
240,PRJNA604849,SAMN14000047,SRR14026505,CB_0379,SWEntR_0379,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,I,R,S,S,S,S,R,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026505/SRR14026505_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026505/SRR14026505_2.fastq.gz,CladeB
241,PRJNA604849,SAMN14000046,SRR14026507,CB_0348,SWEntR_0348,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,R,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026507/SRR14026507_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026507/SRR14026507_2.fastq.gz,CladeB
242,PRJNA604849,SAMN14000045,SRR14026464,CB_0338,SWEntR_0338,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,I,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026464/SRR14026464_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026464/SRR14026464_2.fastq.gz,CladeB
243,PRJNA604849,SAMN14000044,SRR14026470,CB_0309,SWEntR_0309,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026470/SRR14026470_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026470/SRR14026470_2.fastq.gz,Clade A
244,PRJNA604849,SAMN14000043,SRR14026479,CB_0303,SWEntR_0303,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,I,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026479/SRR14026479_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026479/SRR14026479_2.fastq.gz,CladeB
245,PRJNA604849,SAMN14000042,SRR14026466,CB_0235,SWEntR_0235,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,S,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026466/SRR14026466_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026466/SRR14026466_2.fastq.gz,CladeB
246,PRJNA604849,SAMN14000041,SRR14026481,CB_0048,SWEntR_0048,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026481/SRR14026481_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026481/SRR14026481_2.fastq.gz,Clade A
247,PRJNA604849,SAMN14000040,SRR14026533,CB_0127I,0127I,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026533/SRR14026533_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026533/SRR14026533_2.fastq.gz,Clade A
248,PRJNA604849,SAMN14000039,SRR14026499,CB_0179,Ent_0179,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Wastewater Agr.,CB,S,S,S,S,I,S,S,S,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026499/SRR14026499_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026499/SRR14026499_2.fastq.gz,CladeB
249,PRJNA604849,SAMN14000038,SRR14026502,CB_0932,SWEnt_0932,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Wastewater Agr.,CB,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026502/SRR14026502_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026502/SRR14026502_2.fastq.gz,CladeB
250,PRJNA604849,SAMN14000037,SRR14026456,CB_0933,SWEnt_0933,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Wastewater Agr.,CB,S,S,S,R,I,S,S,S,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026456/SRR14026456_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026456/SRR14026456_2.fastq.gz,Clade A
251,PRJNA604849,SAMN14000036,SRR14026442,CB_0225,SWEntR_0225,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Wastewater Agr.,CB,S,S,S,R,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14026442/SRR14026442_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14026442/SRR14026442_2.fastq.gz,Clade A
252,PRJNA604849,SAMN14000035,SRR14024950,FC_0142B,0142B,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Agriculture,FC,S,S,S,R,R,R,S,S,R,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024950/SRR14024950_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024950/SRR14024950_2.fastq.gz,CladeB
253,PRJNA604849,SAMN14000033,SRR14024989,FC_0493A,0493A,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Agriculture,FC,S,S,S,S,R,I,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024989/SRR14024989_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024989/SRR14024989_2.fastq.gz,CladeB
254,PRJNA604849,SAMN14000032,SRR14024988,FC_0280B,0280B,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Agriculture,FC,S,S,S,S,I,R,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024988/SRR14024988_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024988/SRR14024988_2.fastq.gz,CladeB
255,PRJNA604849,SAMN14000031,SRR14024954,FC_0278B,0278B,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Agriculture,FC,S,S,S,S,I,I,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024954/SRR14024954_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024954/SRR14024954_2.fastq.gz,CladeB
256,PRJNA604849,SAMN14000029,SRR14025003,FC_0064E,0064E,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Agriculture,FC,S,S,S,R,I,R,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14025003/SRR14025003_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14025003/SRR14025003_2.fastq.gz,CladeB
257,PRJNA604849,SAMN14000027,SRR14024948,FC_0811C,0811C,Enterococcus faecium,,,Canada/Alberta,Feedlot A,"51.4962° N, 113.5103° W",Agriculture,FC,S,S,S,R,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024948/SRR14024948_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024948/SRR14024948_2.fastq.gz,Clade A
258,PRJNA604849,SAMN14000025,SRR14024964,FC_0512A,0512A,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Agriculture,FC,S,S,S,R,R,R,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024964/SRR14024964_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024964/SRR14024964_2.fastq.gz,CladeB
259,PRJNA604849,SAMN14000024,SRR14025000,FC_0221I,0221I,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Agriculture,FC,S,S,S,R,R,R,S,I,I,I,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14025000/SRR14025000_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14025000/SRR14025000_2.fastq.gz,Clade A
260,PRJNA604849,SAMN14000023,SRR14024980,FC_0113I,0113I,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,R,S,S,S,S,S,R,S,Validated download,genomes/zaheer_2020_alberta/SRR14024980/SRR14024980_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024980/SRR14024980_2.fastq.gz,Clade A
261,PRJNA604849,SAMN14000022,SRR14024952,FC_0103C,0103C,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,S,S,R,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024952/SRR14024952_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024952/SRR14024952_2.fastq.gz,CladeB
262,PRJNA604849,SAMN14000021,SRR14024983,FC_0035L,0035L,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,R,R,S,S,S,I,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14024983/SRR14024983_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024983/SRR14024983_2.fastq.gz,Clade A
263,PRJNA604849,SAMN14000020,SRR14024971,FC_0035D,0035D,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,I,R,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024971/SRR14024971_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024971/SRR14024971_2.fastq.gz,Clade A
264,PRJNA604849,SAMN14000019,SRR14024958,FC_0035B,0035B,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,I,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024958/SRR14024958_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024958/SRR14024958_2.fastq.gz,CladeB
265,PRJNA604849,SAMN14000018,SRR14024973,FC_0029B,0029B,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,I,S,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024973/SRR14024973_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024973/SRR14024973_2.fastq.gz,CladeB
266,PRJNA604849,SAMN14000017,SRR14024961,FC_0029A,0029A,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,S,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024961/SRR14024961_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024961/SRR14024961_2.fastq.gz,Clade A
267,PRJNA604849,SAMN14000016,SRR14024949,FC_0021A,0021A,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,I,S,I,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024949/SRR14024949_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024949/SRR14024949_2.fastq.gz,CladeB
268,PRJNA604849,SAMN14000015,SRR14024978,FC_0826B,0826B,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,R,I,S,I,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024978/SRR14024978_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024978/SRR14024978_2.fastq.gz,Clade A
269,PRJNA604849,SAMN14000014,SRR14024975,FC_0710J,0710J,Enterococcus faecium,,,Canada/Alberta,Feedlot C,"50.3494° N, 113.7750° W",Agriculture,FC,R,S,S,R,R,I,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024975/SRR14024975_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024975/SRR14024975_2.fastq.gz,Clade A
270,PRJNA604849,SAMN14000013,SRR14024990,FC_0606J,0606J,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,R,I,S,I,I,I,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14024990/SRR14024990_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024990/SRR14024990_2.fastq.gz,Clade A
271,PRJNA604849,SAMN14000012,SRR14024984,FC_0606I,0606I,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,R,S,S,R,R,I,S,R,I,R,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14024984/SRR14024984_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024984/SRR14024984_2.fastq.gz,Clade A
272,PRJNA604849,SAMN14000011,SRR14024974,FC_0603I,0603I,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,R,I,S,S,S,I,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14024974/SRR14024974_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024974/SRR14024974_2.fastq.gz,Clade A
273,PRJNA604849,SAMN14000010,SRR14024972,FC_0555I,0555I,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,R,I,S,I,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024972/SRR14024972_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024972/SRR14024972_2.fastq.gz,Clade A
274,PRJNA604849,SAMN14000009,SRR14024963,FC_0554I,0554I,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,R,S,S,R,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024963/SRR14024963_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024963/SRR14024963_2.fastq.gz,Clade A
275,PRJNA604849,SAMN14000008,SRR14024979,FC_0555C,0555C,Enterococcus faecium,,,Canada/Alberta,Feedlot B,"49.9315° N, 112.6889° W",Agriculture,FC,S,S,S,R,I,R,S,I,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024979/SRR14024979_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024979/SRR14024979_2.fastq.gz,CladeB
276,PRJNA604849,SAMN14000007,SRR14024956,FC_0670J,0670J,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Agriculture,FC,S,S,S,R,R,R,S,S,I,R,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024956/SRR14024956_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024956/SRR14024956_2.fastq.gz,CladeB
277,PRJNA604849,SAMN14000005,SRR14025002,FC_0251K,0251K,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Agriculture,FC,S,S,S,R,R,S,S,S,I,I,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14025002/SRR14025002_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14025002/SRR14025002_2.fastq.gz,Clade A
278,PRJNA604849,SAMN14000004,SRR14024976,FC_0251J,0251J,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Agriculture,FC,S,S,S,R,R,R,S,S,I,I,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14024976/SRR14024976_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024976/SRR14024976_2.fastq.gz,Clade A
279,PRJNA604849,SAMN14000001,SRR14024986,FC_0241J,0241J,Enterococcus faecium,,,Canada/Alberta,Feedlot D,"53.4941° N, 112.0539° W",Agriculture,FC,S,S,S,R,R,S,S,S,I,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14024986/SRR14024986_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14024986/SRR14024986_2.fastq.gz,Clade A
